"CONCEPT_CD","CNT"
"CPT4:33214",136
"CPT4:31646",135
"CPT4:31570",135
"CPT4:D3110",135
"CPT4:56805",135
"CPT4:49205",135
"CPT4:61751",135
"CPT4:27692",135
"CPT4:64425",134
"CPT4:69645",134
"CPT4:69642",134
"CPT4:40800",134
"CPT4:27244",133
"CPT4:Q4038",133
"CPT4:27181",133
"CPT4:67145",133
"CPT4:75572",133
"CPT4:41110",133
"CPT4:36478",133
"CPT4:40808",133
"CPT4:20937",133
"CPT4:50948",132
"CPT4:26545",132
"CPT4:81411",132
"CPT4:0402T",132
"CPT4:J2562",132
"CPT4:81410",132
"CPT4:47100",131
"CPT4:45910",131
"CPT4:67930",131
"CPT4:46604",131
"CPT4:33781",131
"CPT4:49080",130
"CPT4:69310",130
"CPT4:86638",130
"CPT4:33224",130
"CPT4:83914",130
"CPT4:75889",130
"CPT4:32100",129
"CPT4:J3420",129
"CPT4:27097",129
"CPT4:26952",129
"CPT4:44345",129
"CPT4:28615",129
"CPT4:40650",129
"CPT4:J1439",129
"CPT4:53431",129
"CPT4:30310",129
"CPT4:44187",129
"CPT4:V5140",129
"CPT4:25608",129
"CPT4:43213",129
"CPT4:37187",129
"CPT4:31640",128
"CPT4:27428",128
"CPT4:D1203",128
"CPT4:33944",128
"CPT4:D1517",128
"CPT4:42665",127
"CPT4:27416",127
"CPT4:81430",127
"CPT4:96420",127
"CPT4:42950",127
"CPT4:10081",127
"CPT4:58679",126
"CPT4:33227",126
"CPT4:25545",126
"CPT4:36248",126
"CPT4:54380",126
"CPT4:32422",126
"CPT4:24675",126
"CPT4:J9020",126
"CPT4:J3358",126
"CPT4:94016",125
"CPT4:58999",125
"CPT4:95971",125
"CPT4:93501",125
"CPT4:33414",125
"CPT4:50660",125
"CPT4:22015",125
"CPT4:61885",124
"CPT4:29862",124
"CPT4:22551",124
"CPT4:54690",124
"CPT4:95983",124
"CPT4:75705",124
"CPT4:52287",124
"CPT4:64905",124
"CPT4:64491",124
"CPT4:33476",124
"CPT4:36200",124
"CPT4:31287",123
"CPT4:36902",123
"CPT4:11046",123
"CPT4:54164",123
"CPT4:31582",123
"CPT4:71130",123
"CPT4:50435",123
"CPT4:24130",123
"CPT4:44389",123
"CPT4:40818",122
"CPT4:20525",122
"CPT4:88274",122
"CPT4:33600",122
"CPT4:C2621",122
"CPT4:37220",122
"CPT4:33206",122
"CPT4:88142",122
"CPT4:99002",121
"CPT4:22010",121
"CPT4:23397",121
"CPT4:47122",121
"CPT4:96422",121
"CPT4:15773",121
"CPT4:29822",121
"CPT4:J0720",120
"CPT4:37224",120
"CPT4:D7910",120
"CPT4:92325",120
"CPT4:49424",120
"CPT4:23400",120
"CPT4:95705",120
"CPT4:45300",120
"CPT4:C1752",120
"CPT4:32506",120
"CPT4:25405",120
"CPT4:28100",120
"CPT4:25530",120
"CPT4:44385",119
"CPT4:25335",119
"CPT4:62367",119
"CPT4:50545",119
"CPT4:74178",119
"CPT4:26542",119
"CPT4:27828",119
"CPT4:43276",118
"CPT4:41821",118
"CPT4:28340",118
"CPT4:C1875",118
"CPT4:43420",118
"CPT4:65820",118
"CPT4:33859",117
"CPT4:42205",117
"CPT4:64492",117
"CPT4:62165",117
"CPT4:78185",117
"CPT4:J9041",117
"CPT4:81309",117
"CPT4:61313",117
"CPT4:49405",117
"CPT4:27301",117
"CPT4:96371",116
"CPT4:26478",116
"CPT4:28208",116
"CPT4:53400",116
"CPT4:J9120",116
"CPT4:Q4040",116
"CPT4:33741",116
"CPT4:46600",116
"CPT4:43123",116
"CPT4:32096",116
"CPT4:50548",116
"CPT4:67938",115
"CPT4:64776",115
"CPT4:80347",115
"CPT4:81220",115
"CPT4:72072",115
"CPT4:40840",115
"CPT4:51715",115
"CPT4:92202",115
"CPT4:22850",115
"CPT4:23462",115
"CPT4:J3357",114
"CPT4:J2545",114
"CPT4:C2627",114
"CPT4:50040",114
"CPT4:99444",114
"CPT4:C1786",114
"CPT4:27570",114
"CPT4:28090",114
"CPT4:72132",114
"CPT4:49600",114
"CPT4:22830",114
"CPT4:27603",114
"CPT4:26910",114
"CPT4:D3330",114
"CPT4:V2715",114
"CPT4:G0481",113
"CPT4:27610",113
"CPT4:54390",113
"CPT4:76827",113
"CPT4:50690",113
"CPT4:81224",113
"CPT4:28496",113
"CPT4:31631",113
"CPT4:91111",113
"CPT4:36512",113
"CPT4:24535",112
"CPT4:15275",112
"CPT4:12020",112
"CPT4:28310",112
"CPT4:29915",112
"CPT4:27454",112
"CPT4:L1832",112
"CPT4:21470",112
"CPT4:76825",112
"CPT4:J1645",112
"CPT4:36225",111
"CPT4:45335",111
"CPT4:20693",111
"CPT4:43226",111
"CPT4:33864",111
"CPT4:27616",111
"CPT4:69005",111
"CPT4:A9576",111
"CPT4:69320",111
"CPT4:90969",111
"CPT4:69450",110
"CPT4:64461",110
"CPT4:C1778",110
"CPT4:88325",110
"CPT4:27339",110
"CPT4:47525",110
"CPT4:28039",110
"CPT4:29055",110
"CPT4:J0592",110
"CPT4:27147",109
"CPT4:20650",109
"CPT4:45120",109
"CPT4:54001",109
"CPT4:41826",109
"CPT4:44377",109
"CPT4:10030",109
"CPT4:61545",109
"CPT4:43258",109
"CPT4:57292",108
"CPT4:97814",108
"CPT4:24500",108
"CPT4:J2760",108
"CPT4:61140",108
"CPT4:J3485",108
"CPT4:43275",108
"CPT4:33814",107
"CPT4:50323",107
"CPT4:76981",107
"CPT4:49441",107
"CPT4:92978",107
"CPT4:85420",107
"CPT4:27185",107
"CPT4:20520",107
"CPT4:39220",107
"CPT4:50080",106
"CPT4:J0894",106
"CPT4:43753",106
"CPT4:65105",106
"CPT4:23455",106
"CPT4:22206",106
"CPT4:50398",106
"CPT4:J0791",106
"CPT4:22595",106
"CPT4:69646",105
"CPT4:31899",105
"CPT4:95903",105
"CPT4:J3590",105
"CPT4:J1817",105
"CPT4:77413",105
"CPT4:53410",105
"CPT4:95965",105
"CPT4:64704",104
"CPT4:V2531",104
"CPT4:69433",104
"CPT4:78452",104
"CPT4:90955",104
"CPT4:29819",104
"CPT4:73225",103
"CPT4:36475",103
"CPT4:89130",103
"CPT4:25071",103
"CPT4:39200",103
"CPT4:37212",103
"CPT4:22902",103
"CPT4:52204",103
"CPT4:44380",103
"CPT4:27393",103
"CPT4:33464",103
"CPT4:15220",103
"CPT4:24102",102
"CPT4:66180",102
"CPT4:21047",102
"CPT4:28415",102
"CPT4:21142",102
"CPT4:95860",102
"CPT4:90868",102
"CPT4:93641",102
"CPT4:90702",102
"CPT4:31531",102
"CPT4:76811",102
"CPT4:12014",101
"CPT4:66920",101
"CPT4:44901",101
"CPT4:A4643",101
"CPT4:97761",101
"CPT4:57421",101
"CPT4:L3969",101
"CPT4:27235",101
"CPT4:95872",101
"CPT4:38525",101
"CPT4:26520",101
"CPT4:33925",101
"CPT4:43361",101
"CPT4:J8610",100
"CPT4:43214",100
"CPT4:84238",100
"CPT4:27734",100
"CPT4:41116",100
"CPT4:97602",100
"CPT4:74355",100
"CPT4:96153",100
"CPT4:42415",100
"CPT4:27331",100
"CPT4:11300",100
"CPT4:86784",100
"CPT4:28008",99
"CPT4:75558",99
"CPT4:90838",99
"CPT4:27472",99
"CPT4:54316",99
"CPT4:27619",99
"CPT4:25622",99
"CPT4:28230",99
"CPT4:51710",99
"CPT4:62141",99
"CPT4:75665",99
"CPT4:63706",99
"CPT4:61320",99
"CPT4:21145",99
"CPT4:12054",99
"CPT4:74170",99
"CPT4:46700",99
"CPT4:D7953",98
"CPT4:33241",98
"CPT4:29892",98
"CPT4:26445",98
"CPT4:88248",98
"CPT4:28313",98
"CPT4:D3230",98
"CPT4:27187",98
"CPT4:50785",98
"CPT4:J0180",98
"CPT4:D3240",98
"CPT4:42809",98
"CPT4:69090",98
"CPT4:61533",97
"CPT4:47536",97
"CPT4:33676",97
"CPT4:21270",97
"CPT4:31553",97
"CPT4:50700",97
"CPT4:64719",97
"CPT4:J3121",97
"CPT4:97532",97
"CPT4:28750",97
"CPT4:42800",97
"CPT4:33783",97
"CPT4:65103",97
"CPT4:27509",97
"CPT4:21390",97
"CPT4:76510",97
"CPT4:23929",96
"CPT4:27215",96
"CPT4:41250",96
"CPT4:24343",96
"CPT4:44143",96
"CPT4:54670",96
"CPT4:90951",96
"CPT4:64400",96
"CPT4:36405",96
"CPT4:24430",96
"CPT4:32854",96
"CPT4:95928",96
"CPT4:23075",96
"CPT4:J9190",95
"CPT4:24071",95
"CPT4:55530",95
"CPT4:28760",95
"CPT4:82175",95
"CPT4:70549",95
"CPT4:45384",95
"CPT4:93313",95
"CPT4:61886",95
"CPT4:27435",94
"CPT4:87541",94
"CPT4:D2740",94
"CPT4:36251",94
"CPT4:24560",94
"CPT4:33952",94
"CPT4:A9500",94
"CPT4:74182",94
"CPT4:26700",93
"CPT4:33976",93
"CPT4:86720",93
"CPT4:C9121",93
"CPT4:17003",93
"CPT4:33764",93
"CPT4:50325",93
"CPT4:45379",93
"CPT4:75831",93
"CPT4:67113",93
"CPT4:27000",93
"CPT4:87109",93
"CPT4:27892",93
"CPT4:31603",93
"CPT4:67229",93
"CPT4:81270",93
"CPT4:D4211",93
"CPT4:27650",93
"CPT4:76375",92
"CPT4:33622",92
"CPT4:21400",92
"CPT4:A9548",92
"CPT4:54440",92
"CPT4:90703",92
"CPT4:D9971",92
"CPT4:15760",92
"CPT4:99366",92
"CPT4:J1335",92
"CPT4:25455",92
"CPT4:0262T",92
"CPT4:27658",92
"CPT4:38724",91
"CPT4:29844",91
"CPT4:26437",91
"CPT4:27675",91
"CPT4:46705",91
"CPT4:27430",91
"CPT4:44155",91
"CPT4:38232",91
"CPT4:53430",90
"CPT4:23655",90
"CPT4:27305",90
"CPT4:34151",90
"CPT4:15839",90
"CPT4:30999",90
"CPT4:32484",90
"CPT4:55150",90
"CPT4:55000",90
"CPT4:26756",90
"CPT4:28740",90
"CPT4:90901",90
"CPT4:11305",90
"CPT4:97598",89
"CPT4:23156",89
"CPT4:33954",89
"CPT4:44373",89
"CPT4:J2805",89
"CPT4:99141",89
"CPT4:83925",89
"CPT4:53415",89
"CPT4:88371",89
"CPT4:20924",89
"CPT4:43352",88
"CPT4:97537",88
"CPT4:21720",88
"CPT4:64590",88
"CPT4:22845",88
"CPT4:49329",88
"CPT4:71270",88
"CPT4:94013",88
"CPT4:36470",88
"CPT4:82633",88
"CPT4:11301",88
"CPT4:63700",88
"CPT4:63190",88
"CPT4:43840",88
"CPT4:64857",88
"CPT4:95808",88
"CPT4:A9517",87
"CPT4:L8690",87
"CPT4:50390",87
"CPT4:58940",87
"CPT4:78593",87
"CPT4:94070",87
"CPT4:J0476",87
"CPT4:76821",87
"CPT4:83700",87
"CPT4:61680",86
"CPT4:33465",86
"CPT4:49587",86
"CPT4:55550",86
"CPT4:J7050",86
"CPT4:44360",86
"CPT4:A9699",86
"CPT4:26568",86
"CPT4:27632",86
"CPT4:92595",86
"CPT4:20005",85
"CPT4:26860",85
"CPT4:92541",85
"CPT4:91034",85
"CPT4:63707",85
"CPT4:44626",85
"CPT4:86710",85
"CPT4:33216",85
"CPT4:15877",85
"CPT4:40490",85
"CPT4:25073",85
"CPT4:33506",85
"CPT4:63290",85
"CPT4:43124",85
"CPT4:D7510",85
"CPT4:D9944",84
"CPT4:46060",84
"CPT4:80182",84
"CPT4:27259",84
"CPT4:73701",84
"CPT4:82240",84
"CPT4:27470",84
"CPT4:27780",84
"CPT4:42220",84
"CPT4:28060",84
"CPT4:24345",83
"CPT4:90911",83
"CPT4:83593",83
"CPT4:27466",83
"CPT4:J0567",83
"CPT4:65780",83
"CPT4:66170",83
"CPT4:31253",83
"CPT4:26010",83
"CPT4:82135",83
"CPT4:47144",83
"CPT4:21386",83
"CPT4:85385",83
"CPT4:29240",83
"CPT4:D2932",83
"CPT4:27888",83
"CPT4:44204",82
"CPT4:42106",82
"CPT4:75660",82
"CPT4:49999",82
"CPT4:72196",82
"CPT4:21198",82
"CPT4:47563",82
"CPT4:43277",82
"CPT4:64413",82
"CPT4:63276",82
"CPT4:28103",82
"CPT4:63001",82
"CPT4:37243",81
"CPT4:25999",81
"CPT4:83873",81
"CPT4:53460",81
"CPT4:C1763",81
"CPT4:33732",81
"CPT4:86727",81
"CPT4:42400",81
"CPT4:27695",81
"CPT4:45121",81
"CPT4:41820",81
"CPT4:21615",81
"CPT4:44602",81
"CPT4:58720",81
"CPT4:67805",81
"CPT4:44340",81
"CPT4:29000",81
"CPT4:25415",80
"CPT4:58552",80
"CPT4:65875",80
"CPT4:90692",80
"CPT4:64772",80
"CPT4:77078",80
"CPT4:24566",80
"CPT4:P9019",80
"CPT4:74712",80
"CPT4:41874",80
"CPT4:P9050",79
"CPT4:61154",79
"CPT4:90712",79
"CPT4:42182",79
"CPT4:27140",79
"CPT4:21933",79
"CPT4:47531",79
"CPT4:22600",79
"CPT4:15733",79
"CPT4:82190",79
"CPT4:J1800",79
"CPT4:26440",79
"CPT4:33677",79
"CPT4:V5060",79
"CPT4:A9580",79
"CPT4:25652",78
"CPT4:78220",78
"CPT4:99467",78
"CPT4:66940",78
"CPT4:19020",78
"CPT4:C1759",78
"CPT4:D5936",78
"CPT4:23532",78
"CPT4:26118",78
"CPT4:90818",78
"CPT4:C1731",78
"CPT4:76511",78
"CPT4:57130",78
"CPT4:61215",78
"CPT4:46730",78
"CPT4:36625",78
"CPT4:C9247",78
"CPT4:60210",78
"CPT4:60252",78
"CPT4:35221",78
"CPT4:D2140",77
"CPT4:80335",77
"CPT4:27645",77
"CPT4:53600",77
"CPT4:23465",77
"CPT4:64489",77
"CPT4:66852",77
"CPT4:24615",77
"CPT4:15576",77
"CPT4:67400",77
"CPT4:95984",77
"CPT4:38100",77
"CPT4:81373",76
"CPT4:33688",76
"CPT4:43336",76
"CPT4:37565",76
"CPT4:27630",76
"CPT4:78007",76
"CPT4:J7323",76
"CPT4:76065",76
"CPT4:24006",76
"CPT4:52317",76
"CPT4:25078",76
"CPT4:27347",76
"CPT4:27372",76
"CPT4:96542",76
"CPT4:15757",76
"CPT4:12005",76
"CPT4:27634",76
"CPT4:C1820",76
"CPT4:47143",76
"CPT4:76817",75
"CPT4:80187",75
"CPT4:67961",75
"CPT4:81227",75
"CPT4:Q4117",75
"CPT4:60281",75
"CPT4:92650",75
"CPT4:81355",75
"CPT4:21243",75
"CPT4:44121",75
"CPT4:72159",75
"CPT4:50830",75
"CPT4:24586",75
"CPT4:33984",75
"CPT4:29894",75
"CPT4:72052",75
"CPT4:21453",75
"CPT4:92341",75
"CPT4:27047",75
"CPT4:84138",75
"CPT4:D7292",75
"CPT4:50393",75
"CPT4:69636",75
"CPT4:43831",75
"CPT4:43282",74
"CPT4:31535",74
"CPT4:21365",74
"CPT4:27724",74
"CPT4:15738",74
"CPT4:28234",74
"CPT4:63047",74
"CPT4:24420",74
"CPT4:27240",74
"CPT4:S2117",74
"CPT4:90805",74
"CPT4:26508",74
"CPT4:44127",74
"CPT4:15837",74
"CPT4:36015",74
"CPT4:22207",74
"CPT4:64650",74
"CPT4:80343",74
"CPT4:49324",73
"CPT4:A9560",73
"CPT4:76040",73
"CPT4:90718",73
"CPT4:60200",73
"CPT4:33788",73
"CPT4:47715",73
"CPT4:28045",73
"CPT4:31626",73
"CPT4:42408",73
"CPT4:27407",73
"CPT4:52234",73
"CPT4:81400",73
"CPT4:J9302",73
"CPT4:61020",73
"CPT4:33768",73
"CPT4:62164",72
"CPT4:82651",72
"CPT4:26755",72
"CPT4:83907",72
"CPT4:30117",72
"CPT4:68801",72
"CPT4:45900",72
"CPT4:83992",72
"CPT4:27508",72
"CPT4:95977",72
"CPT4:25355",72
"CPT4:49651",72
"CPT4:61534",71
"CPT4:L3630",71
"CPT4:32669",71
"CPT4:27412",71
"CPT4:28122",71
"CPT4:60650",71
"CPT4:38101",71
"CPT4:69222",70
"CPT4:36500",70
"CPT4:D2799",70
"CPT4:81283",70
"CPT4:81328",70
"CPT4:S2342",70
"CPT4:27511",70
"CPT4:81225",70
"CPT4:81247",70
"CPT4:56605",70
"CPT4:26850",70
"CPT4:42699",70
"CPT4:52275",70
"CPT4:38780",70
"CPT4:15003",70
"CPT4:81226",70
"CPT4:81231",70
"CPT4:81230",70
"CPT4:29863",70
"CPT4:78399",70
"CPT4:81431",70
"CPT4:62146",70
"CPT4:81232",70
"CPT4:37605",70
"CPT4:31000",70
"CPT4:20931",70
"CPT4:88361",70
"CPT4:26215",70
"CPT4:41120",69
"CPT4:44650",69
"CPT4:33210",69
"CPT4:37213",69
"CPT4:57288",69
"CPT4:25246",69
"CPT4:26496",69
"CPT4:74329",69
"CPT4:76020",69
"CPT4:30020",69
"CPT4:86860",69
"CPT4:35201",69
"CPT4:43334",69
"CPT4:28476",69
"CPT4:67880",68
"CPT4:32601",68
"CPT4:75968",68
"CPT4:66710",68
"CPT4:86023",68
"CPT4:65779",68
"CPT4:44020",68
"CPT4:32097",68
"CPT4:21462",68
"CPT4:46220",68
"CPT4:27161",68
"CPT4:58943",68
"CPT4:90782",68
"CPT4:86674",68
"CPT4:21558",68
"CPT4:99415",67
"CPT4:43499",67
"CPT4:82553",67
"CPT4:88173",67
"CPT4:92614",67
"CPT4:75571",67
"CPT4:92516",67
"CPT4:95147",67
"CPT4:64487",67
"CPT4:27640",67
"CPT4:45541",67
"CPT4:26593",67
"CPT4:61863",67
"CPT4:31259",67
"CPT4:27808",67
"CPT4:56810",67
"CPT4:33977",67
"CPT4:26535",66
"CPT4:22851",66
"CPT4:50395",66
"CPT4:43453",66
"CPT4:33018",66
"CPT4:33222",66
"CPT4:43659",66
"CPT4:91299",66
"CPT4:27036",66
"CPT4:D2150",66
"CPT4:60100",66
"CPT4:51590",66
"CPT4:46742",66
"CPT4:33959",66
"CPT4:36540",66
"CPT4:D2954",65
"CPT4:64790",65
"CPT4:61537",65
"CPT4:44186",65
"CPT4:44372",65
"CPT4:28820",65
"CPT4:24605",65
"CPT4:24346",65
"CPT4:27392",65
"CPT4:21620",65
"CPT4:28525",65
"CPT4:67405",65
"CPT4:D9940",64
"CPT4:61888",64
"CPT4:27756",64
"CPT4:J3486",64
"CPT4:42100",64
"CPT4:22900",64
"CPT4:49082",64
"CPT4:61150",64
"CPT4:20696",64
"CPT4:44025",64
"CPT4:64581",64
"CPT4:47801",64
"CPT4:28465",64
"CPT4:47555",64
"CPT4:15736",64
"CPT4:45386",64
"CPT4:96117",64
"CPT4:22554",64
"CPT4:35226",64
"CPT4:36576",64
"CPT4:63285",64
"CPT4:97608",64
"CPT4:J2323",63
"CPT4:33610",63
"CPT4:26080",63
"CPT4:J9130",63
"CPT4:25295",63
"CPT4:27122",63
"CPT4:11000",63
"CPT4:33234",63
"CPT4:99485",63
"CPT4:91040",63
"CPT4:J1303",63
"CPT4:69949",63
"CPT4:44640",63
"CPT4:D1550",63
"CPT4:50389",62
"CPT4:94375",62
"CPT4:D4266",62
"CPT4:55535",62
"CPT4:11106",62
"CPT4:22633",62
"CPT4:32560",62
"CPT4:33406",62
"CPT4:J7631",62
"CPT4:21215",62
"CPT4:64910",62
"CPT4:61304",62
"CPT4:66172",62
"CPT4:11603",62
"CPT4:47500",62
"CPT4:46999",62
"CPT4:61557",62
"CPT4:61692",61
"CPT4:J7321",61
"CPT4:97012",61
"CPT4:24300",61
"CPT4:84150",61
"CPT4:42145",61
"CPT4:78630",61
"CPT4:64430",61
"CPT4:15620",61
"CPT4:83069",61
"CPT4:22325",61
"CPT4:21557",61
"CPT4:62200",61
"CPT4:43242",61
"CPT4:0001U",61
"CPT4:D4249",60
"CPT4:43999",60
"CPT4:64902",60
"CPT4:11311",60
"CPT4:11623",60
"CPT4:81465",60
"CPT4:46746",60
"CPT4:77421",60
"CPT4:11306",60
"CPT4:J9211",60
"CPT4:26530",60
"CPT4:27732",60
"CPT4:95912",60
"CPT4:90958",60
"CPT4:90885",60
"CPT4:22903",60
"CPT4:24076",60
"CPT4:27385",60
"CPT4:C1777",60
"CPT4:27880",60
"CPT4:82077",60
"CPT4:81254",60
"CPT4:D2950",60
"CPT4:74249",59
"CPT4:44376",59
"CPT4:28270",59
"CPT4:75803",59
"CPT4:27788",59
"CPT4:35631",59
"CPT4:81370",59
"CPT4:25290",59
"CPT4:67908",59
"CPT4:27822",59
"CPT4:40530",59
"CPT4:25525",59
"CPT4:92549",59
"CPT4:J3300",59
"CPT4:35207",59
"CPT4:67950",59
"CPT4:V5014",59
"CPT4:64727",58
"CPT4:30430",58
"CPT4:J9017",58
"CPT4:28288",58
"CPT4:38381",58
"CPT4:26117",58
"CPT4:78830",58
"CPT4:36596",58
"CPT4:26785",58
"CPT4:27043",58
"CPT4:56620",58
"CPT4:36471",58
"CPT4:28755",58
"CPT4:25650",58
"CPT4:A9556",58
"CPT4:40816",58
"CPT4:21240",58
"CPT4:36905",58
"CPT4:J3030",58
"CPT4:26650",58
"CPT4:84586",58
"CPT4:15842",58
"CPT4:83625",57
"CPT4:21627",57
"CPT4:33930",57
"CPT4:69399",57
"CPT4:17004",57
"CPT4:28297",57
"CPT4:75962",57
"CPT4:11312",57
"CPT4:31292",57
"CPT4:94011",57
"CPT4:27269",57
"CPT4:81324",57
"CPT4:42420",57
"CPT4:96545",57
"CPT4:43775",57
"CPT4:45382",57
"CPT4:24116",57
"CPT4:G0455",57
"CPT4:12015",57
"CPT4:92594",57
"CPT4:20500",57
"CPT4:24435",56
"CPT4:36578",56
"CPT4:J1460",56
"CPT4:49610",56
"CPT4:98962",56
"CPT4:26320",56
"CPT4:95714",56
"CPT4:28312",56
"CPT4:53440",56
"CPT4:38542",56
"CPT4:36831",56
"CPT4:70140",56
"CPT4:S8096",56
"CPT4:63185",56
"CPT4:62100",56
"CPT4:D2710",56
"CPT4:28107",56
"CPT4:68115",56
"CPT4:40761",56
"CPT4:40510",56
"CPT4:75554",56
"CPT4:31641",55
"CPT4:J9027",55
"CPT4:D5820",55
"CPT4:64832",55
"CPT4:15200",55
"CPT4:27519",55
"CPT4:27536",55
"CPT4:35236",55
"CPT4:13153",55
"CPT4:68720",55
"CPT4:27646",55
"CPT4:69801",55
"CPT4:39541",55
"CPT4:77370",55
"CPT4:64912",55
"CPT4:36901",54
"CPT4:54050",54
"CPT4:28445",54
"CPT4:37181",54
"CPT4:28810",54
"CPT4:28305",54
"CPT4:78070",54
"CPT4:58541",54
"CPT4:67911",54
"CPT4:32900",54
"CPT4:23405",54
"CPT4:95979",54
"CPT4:28261",54
"CPT4:99344",54
"CPT4:43240",54
"CPT4:31614",54
"CPT4:57200",54
"CPT4:51800",54
"CPT4:36570",54
"CPT4:21248",54
"CPT4:27360",54
"CPT4:50081",54
"CPT4:93510",54
"CPT4:51880",54
"CPT4:S0630",53
"CPT4:25394",53
"CPT4:Q2042",53
"CPT4:27604",53
"CPT4:52214",53
"CPT4:31610",53
"CPT4:84087",53
"CPT4:67334",53
"CPT4:27415",53
"CPT4:11771",53
"CPT4:82380",53
"CPT4:26370",53
"CPT4:D4277",53
"CPT4:63012",53
"CPT4:31299",53
"CPT4:33225",53
"CPT4:L9900",53
"CPT4:51050",53
"CPT4:75893",53
"CPT4:D9430",53
"CPT4:30630",52
"CPT4:J9210",52
"CPT4:38531",52
"CPT4:81439",52
"CPT4:97139",52
"CPT4:31830",52
"CPT4:58673",52
"CPT4:64633",52
"CPT4:78579",52
"CPT4:26494",52
"CPT4:44960",52
"CPT4:J9280",52
"CPT4:33235",52
"CPT4:V5267",52
"CPT4:J9261",52
"CPT4:26992",52
"CPT4:67227",52
"CPT4:52224",52
"CPT4:81280",52
"CPT4:0055T",52
"CPT4:77071",52
"CPT4:20955",51
"CPT4:36821",51
"CPT4:31781",51
"CPT4:92135",51
"CPT4:74247",51
"CPT4:26641",51
"CPT4:61524",51
"CPT4:15241",51
"CPT4:27226",51
"CPT4:92274",51
"CPT4:85536",51
"CPT4:27680",51
"CPT4:67107",51
"CPT4:95868",51
"CPT4:37214",51
"CPT4:93642",51
"CPT4:43259",51
"CPT4:74320",50
"CPT4:37247",50
"CPT4:60254",50
"CPT4:41806",50
"CPT4:31578",50
"CPT4:88233",50
"CPT4:33335",50
"CPT4:26546",50
"CPT4:81161",50
"CPT4:43243",50
"CPT4:28322",50
"CPT4:84206",50
"CPT4:80188",50
"CPT4:26230",50
"CPT4:43337",50
"CPT4:12044",50
"CPT4:64856",50
"CPT4:52235",50
"CPT4:94750",50
"CPT4:25651",50
"CPT4:0232T",50
"CPT4:65436",50
"CPT4:90840",50
"CPT4:V5200",49
"CPT4:31032",49
"CPT4:25447",49
"CPT4:27358",49
"CPT4:92531",49
"CPT4:60260",49
"CPT4:77418",49
"CPT4:67850",49
"CPT4:90993",49
"CPT4:84182",49
"CPT4:61512",49
"CPT4:46020",49
"CPT4:33221",49
"CPT4:71090",49
"CPT4:97755",49
"CPT4:23040",49
"CPT4:38300",48
"CPT4:86340",48
"CPT4:65210",48
"CPT4:J0517",48
"CPT4:81291",48
"CPT4:49325",48
"CPT4:98972",48
"CPT4:22808",48
"CPT4:V5298",48
"CPT4:21499",48
"CPT4:99466",48
"CPT4:27275",48
"CPT4:47532",48
"CPT4:93652",48
"CPT4:25270",48
"CPT4:45332",48
"CPT4:33237",48
"CPT4:S0040",48
"CPT4:69502",48
"CPT4:80204",48
"CPT4:27495",47
"CPT4:28360",47
"CPT4:25320",47
"CPT4:J0742",47
"CPT4:50947",47
"CPT4:29540",47
"CPT4:69710",47
"CPT4:61697",47
"CPT4:20665",47
"CPT4:73503",47
"CPT4:44139",47
"CPT4:27345",47
"CPT4:21181",47
"CPT4:28430",47
"CPT4:26480",47
"CPT4:26742",47
"CPT4:33956",47
"CPT4:42808",47
"CPT4:96161",47
"CPT4:28011",47
"CPT4:81256",46
"CPT4:Q4006",46
"CPT4:31560",46
"CPT4:D7960",46
"CPT4:28825",46
"CPT4:D2929",46
"CPT4:62005",46
"CPT4:25028",46
"CPT4:15771",46
"CPT4:27886",46
"CPT4:55520",46
"CPT4:15876",46
"CPT4:S2325",46
"CPT4:0483T",46
"CPT4:J7198",46
"CPT4:C1883",46
"CPT4:78223",46
"CPT4:47130",46
"CPT4:21070",46
"CPT4:27715",46
"CPT4:25126",46
"CPT4:67966",46
"CPT4:61535",46
"CPT4:33965",46
"CPT4:19316",46
"CPT4:28660",46
"CPT4:32650",45
"CPT4:25112",45
"CPT4:46922",45
"CPT4:D8030",45
"CPT4:21154",45
"CPT4:27179",45
"CPT4:D3222",45
"CPT4:63295",45
"CPT4:28800",45
"CPT4:44110",45
"CPT4:73719",45
"CPT4:92920",45
"CPT4:47510",45
"CPT4:65870",45
"CPT4:43101",45
"CPT4:20551",45
"CPT4:67413",45
"CPT4:64864",45
"CPT4:41599",45
"CPT4:95913",45
"CPT4:51720",45
"CPT4:27429",45
"CPT4:J1833",45
"CPT4:26145",45
"CPT4:40525",45
"CPT4:12036",45
"CPT4:15101",45
"CPT4:35637",45
"CPT4:J9217",45
"CPT4:63709",44
"CPT4:23485",44
"CPT4:72126",44
"CPT4:61563",44
"CPT4:D8040",44
"CPT4:44150",44
"CPT4:27726",44
"CPT4:45505",44
"CPT4:J1670",44
"CPT4:44603",44
"CPT4:78071",44
"CPT4:41100",44
"CPT4:86813",44
"CPT4:37195",44
"CPT4:15879",44
"CPT4:46230",44
"CPT4:85635",44
"CPT4:31591",44
"CPT4:82495",44
"CPT4:L3260",44
"CPT4:21280",44
"CPT4:91035",44
"CPT4:62326",44
"CPT4:31551",44
"CPT4:63287",44
"CPT4:82664",44
"CPT4:62284",44
"CPT4:D6069",44
"CPT4:49652",44
"CPT4:29860",44
"CPT4:27230",43
"CPT4:85044",43
"CPT4:J7170",43
"CPT4:70548",43
"CPT4:20985",43
